magaza,magaza_tipi,tedarikci,tipik_gunluk_talep_adet,stok_toplam_adet,kalan_raf_omru_gun,stok_gun_karsiligi,tukenme_gun_taban_p50,fire_taban_p50,stoksuz_taban_p50,kacan_kar_taban_p50,tukenme_gun_taban_p90,fire_taban_p90,stoksuz_taban_p90,kacan_kar_taban_p90,tukenme_gun_politika_p50,fire_politika_p50,stoksuz_politika_p50,kacan_kar_politika_p50,tukenme_gun_politika_p10,fire_politika_p10,stoksuz_politika_p10,kacan_kar_politika_p10,tukenme_gun_politika_p90,fire_politika_p90,stoksuz_politika_p90,kacan_kar_politika_p90,siparis_toplam,siparis_sayisi,net_kazanc_eur,aciliyet,onay_kritik_stok,onay_fire_riski,onay_belirsiz,max_siparis_tutar_eur,onay_yuksek_tutar,onay_gerekli,onay_sebep
97,d,Schnellware,159.8,64.8,1,0.41,1,0.0,3882.3,7764.9,1,0.0,4363.8,8728.0,1,0.0,239.7,479.5,1,102.5,69.4,138.8,1,0.0,721.4,1442.7,3642.5,12,7285.4,kritik,1,0,0,2537.4,0,1,kritik_stok
98,d,Nordmann,122.8,98.0,1,0.8,1,0.0,3159.7,6318.9,1,0.0,3587.0,7174.2,1,0.0,557.0,1113.7,1,89.7,332.0,664.4,1,0.0,984.4,1969.0,2602.6,17,5205.2,kritik,1,0,0,1575.0,0,1,kritik_stok
99,c,ExpressLog,122.4,367.4,1,3.0,4,95.1,3034.5,6069.3,4,45.4,3461.5,6922.5,4,95.1,210.9,421.6,0,138.8,0.0,0.0,4,45.4,637.6,1274.8,2823.6,22,5647.7,normal,0,0,0,1123.2,0,0,yok
100,d,Schnellware,194.3,117.5,1,0.6,1,0.0,4743.1,9486.6,1,0.0,5381.0,10761.8,1,0.0,298.7,597.4,1,141.2,110.7,221.4,1,0.0,936.3,1872.6,4444.5,12,8889.2,kritik,1,0,0,2763.6,0,1,kritik_stok
101,d,Schnellware,181.7,226.8,1,1.25,3,0.0,4197.7,8394.7,3,0.0,4713.5,9427.0,4,0.0,174.0,348.0,11,105.7,33.8,67.6,4,0.0,662.5,1325.0,4023.4,12,8046.7,yuksek,0,0,0,2799.6,0,0,yok
102,a,Schnellware,167.9,55.7,1,0.33,1,0.0,3975.4,7950.7,1,0.0,4670.3,9340.5,1,0.0,404.2,808.4,1,135.3,97.8,195.6,1,0.0,1099.2,2198.2,3571.3,12,7142.3,kritik,1,0,0,2591.4,0,1,kritik_stok
103,d,Rheinland,113.9,40.7,2,0.36,1,0.0,2849.7,5699.3,1,0.0,3215.8,6430.9,1,10.2,740.6,1480.7,1,87.4,534.7,1069.4,1,0.0,1095.9,2191.9,2119.6,8,4157.4,kritik,1,0,0,1858.2,0,1,kritik_stok
104,a,Schnellware,249.8,591.1,3,2.37,4,54.5,5526.3,11052.9,3,0.0,6057.1,12114.0,4,54.5,248.3,496.4,4,237.4,135.5,271.1,4,0.0,745.0,1489.8,5278.1,12,10556.5,yuksek,0,0,0,3351.0,0,0,yok
105,a,Nordmann,101.9,72.5,1,0.71,1,0.0,2998.1,5996.0,1,0.0,3503.3,7006.7,1,0.0,563.7,1127.4,3,99.3,297.8,595.6,1,0.0,1069.1,2138.1,2434.4,17,4868.6,kritik,1,0,0,1278.6,0,1,kritik_stok
106,a,Nordmann,210.6,127.5,1,0.61,1,0.0,5040.8,10081.4,1,0.0,5589.9,11179.7,1,0.0,900.6,1801.0,1,113.0,610.4,1220.9,1,0.0,1449.6,2899.4,4140.1,17,8280.4,kritik,1,0,0,2212.2,0,1,kritik_stok
107,a,Nordmann,180.0,177.4,1,0.99,1,0.0,4300.8,8602.0,1,0.0,4744.6,9489.3,1,0.0,696.2,1392.3,3,93.6,460.9,921.8,1,0.0,1139.9,2279.5,3604.9,17,7209.7,kritik,1,0,1,2181.6,0,1,kritik_stok|belirsiz
108,d,Schnellware,266.3,371.7,1,1.4,3,0.0,6760.0,13520.1,3,0.0,7671.7,15343.6,4,0.0,306.9,614.1,11,208.4,83.8,167.6,4,0.0,1159.7,2319.5,6452.9,12,12906.0,yuksek,0,1,0,4046.4,1,1,fire_riski|yuksek_tutar
109,a,ExpressLog,157.4,472.3,1,3.0,4,175.2,3461.0,6921.8,4,134.6,3856.5,7713.3,4,175.2,193.3,386.7,0,209.9,0.0,0.0,4,134.6,589.2,1178.2,3267.7,22,6535.1,normal,0,1,0,1255.2,0,1,fire_riski
110,a,Schnellware,109.0,41.8,3,0.38,1,0.0,2717.4,5434.6,1,0.0,3161.7,6323.1,1,0.0,188.1,376.1,1,85.5,57.2,114.4,1,0.0,632.2,1264.6,2529.3,12,5058.5,kritik,1,0,0,1689.6,0,1,kritik_stok
111,d,Schnellware,163.9,437.8,3,2.67,4,123.0,3818.4,7636.6,4,74.9,4289.0,8578.3,4,123.0,293.9,588.0,4,277.4,156.6,313.0,4,74.9,740.1,1480.0,3524.3,11,7048.6,normal,0,0,0,2588.4,0,0,yok
112,a,Schnellware,153.9,117.2,1,0.76,1,0.0,3578.4,7157.2,1,0.0,3907.6,7815.6,1,0.0,149.7,299.4,1,73.9,54.4,108.8,1,0.0,478.8,957.7,3429.0,12,6857.8,kritik,1,1,0,2033.4,0,1,kritik_stok|fire_riski
113,d,ExpressLog,178.5,185.2,1,1.04,3,0.0,3367.8,6735.8,3,0.0,3905.0,7810.0,3,0.0,244.7,489.8,0,0.0,0.0,0.0,3,0.0,753.5,1507.6,3122.9,23,6246.0,yuksek,0,0,0,1132.8,0,0,yok
114,c,Rheinland,130.3,26.5,2,0.2,1,0.0,3088.4,6177.0,1,0.0,3446.2,6893.1,1,9.3,823.7,1647.1,1,76.8,619.7,1239.4,1,0.0,1172.3,2344.6,2274.4,8,4474.1,kritik,1,0,0,2002.8,0,1,kritik_stok
115,d,Nordmann,177.4,454.3,2,2.56,4,68.0,4218.1,8435.9,3,0.0,4831.9,9664.3,4,68.0,570.7,1141.4,4,279.8,289.9,579.8,3,0.0,1184.7,2369.8,3647.1,17,7294.5,yuksek,0,0,0,2536.2,0,0,yok
116,a,Schnellware,179.1,35.8,1,0.2,1,0.0,4277.0,8554.1,1,0.0,4705.2,9410.7,1,0.0,266.8,533.6,1,95.1,135.8,271.6,1,0.0,695.0,1390.2,4010.3,12,8020.5,kritik,1,0,0,2700.6,0,1,kritik_stok
117,a,ExpressLog,93.3,279.9,1,3.0,4,123.2,2059.1,4118.0,4,99.8,2299.4,4598.6,4,123.2,119.0,237.6,0,141.8,0.0,0.0,4,99.8,359.3,718.3,1940.4,22,3880.4,normal,0,0,0,797.4,0,0,yok
118,d,Schnellware,185.5,395.3,3,2.13,4,12.8,4467.1,8933.8,3,0.0,5175.1,10350.5,4,12.8,285.9,571.5,4,216.5,82.3,164.8,4,0.0,954.8,1909.7,4181.2,12,8362.3,yuksek,0,0,0,3117.6,0,0,yok
119,a,Schnellware,146.4,68.2,1,0.47,1,0.0,3391.5,6782.7,1,0.0,3744.2,7487.8,1,0.0,184.1,368.2,1,78.7,61.7,123.4,1,0.0,536.7,1073.4,3207.1,12,6414.5,kritik,1,1,0,2224.2,0,1,kritik_stok|fire_riski
120,d,ExpressLog,172.4,141.9,1,0.82,1,0.0,4127.6,8254.9,1,0.0,4628.3,9256.9,1,0.0,248.0,495.7,0,9.5,0.0,0.0,1,0.0,748.8,1497.6,3879.6,23,7759.2,kritik,1,0,1,1479.0,0,1,kritik_stok|belirsiz
121,a,Schnellware,105.8,61.0,1,0.58,1,0.0,2518.4,5036.9,1,0.0,2855.5,5711.2,1,0.0,134.8,269.8,11,71.3,21.4,42.7,1,0.0,472.0,944.1,2383.7,12,4767.1,kritik,1,0,1,1658.4,0,1,kritik_stok|belirsiz
122,a,Schnellware,148.8,323.2,1,2.17,3,0.0,4926.5,9853.1,2,0.0,6252.5,12505.2,4,0.0,398.4,796.9,11,281.1,57.4,114.8,2,0.0,1689.9,3379.6,4528.1,12,9056.2,yuksek,0,0,0,2871.0,0,0,yok
123,a,Rheinland,194.6,214.3,2,1.1,3,95.2,4722.1,9443.9,3,66.2,5387.1,10774.2,3,232.0,1152.6,2305.3,3,502.4,895.5,1791.0,3,98.7,1713.4,3426.8,3706.3,8,6317.8,yuksek,0,0,0,3112.2,0,0,yok
124,a,Schnellware,105.5,236.9,1,2.25,4,29.7,2524.5,5048.7,3,0.0,2965.7,5931.2,4,29.7,185.3,370.6,4,155.7,79.7,159.6,4,0.0,603.6,1207.4,2339.2,12,4678.1,yuksek,0,0,0,1676.4,0,0,yok
125,a,Schnellware,287.7,103.0,1,0.36,1,0.0,6804.7,13609.3,1,0.0,7631.0,15261.7,1,0.0,414.2,828.3,1,171.4,157.4,314.8,1,0.0,1240.3,2480.8,6390.5,12,12781.0,kritik,1,0,0,4440.6,1,1,kritik_stok|yuksek_tutar
126,d,Schnellware,152.6,286.6,3,1.88,4,44.6,2990.4,5980.7,3,0.0,3604.8,7209.8,4,44.6,289.0,578.2,4,215.3,106.0,212.0,4,0.0,873.7,1747.5,2701.4,12,5402.5,yuksek,0,0,0,2077.8,0,0,yok
127,d,Schnellware,125.4,291.8,1,2.33,4,58.5,2848.1,5696.1,4,15.8,3251.2,6502.3,4,58.5,239.7,479.1,4,184.8,103.5,207.2,4,15.8,616.6,1233.6,2608.4,12,5217.0,normal,0,1,0,1980.6,0,1,fire_riski
128,d,Nordmann,177.3,102.6,2,0.58,1,0.0,4787.8,9575.7,1,0.0,5455.2,10910.4,1,0.0,891.4,1782.9,1,140.8,540.6,1081.3,1,0.0,1558.6,3117.7,3896.1,17,7792.8,kritik,1,0,0,2345.4,0,1,kritik_stok
129,a,Rheinland,226.4,77.0,2,0.34,1,0.0,5338.7,10677.6,1,0.0,5932.9,11865.6,1,25.5,1359.3,2719.0,1,157.7,1032.3,2064.8,1,0.0,1928.1,3856.2,4004.8,8,7805.6,kritik,1,0,0,3481.8,0,1,kritik_stok
130,c,Schnellware,125.5,64.3,3,0.51,1,0.0,3117.2,6234.8,1,0.0,3437.9,6875.9,1,0.0,164.0,327.8,1,71.1,62.1,124.2,1,0.0,484.4,969.0,2953.4,12,5907.0,kritik,1,0,0,1905.0,0,1,kritik_stok
131,c,Schnellware,128.2,136.1,1,1.06,3,0.0,3008.1,6015.8,1,0.0,3417.6,6835.2,4,0.0,143.7,287.4,11,88.6,29.4,58.7,1,0.0,545.8,1091.6,2864.3,12,5728.4,kritik,1,0,1,2021.4,0,1,kritik_stok|belirsiz
132,d,Schnellware,149.2,72.7,1,0.49,1,0.0,4140.7,8281.1,1,0.0,4737.7,9475.4,1,0.0,308.5,616.9,1,135.8,122.2,244.3,1,0.0,905.6,1811.2,3832.3,12,7664.2,kritik,1,0,0,2517.6,0,1,kritik_stok
133,a,Rheinland,153.5,185.5,2,1.21,3,88.2,3481.1,6962.5,3,66.6,4004.4,8008.8,3,163.5,856.4,1713.1,3,363.6,646.5,1293.2,3,75.5,1313.3,2626.7,2699.9,8,4797.6,yuksek,0,0,0,2300.4,0,0,yok
134,a,ExpressLog,115.6,24.6,1,0.21,1,0.0,2818.0,5636.3,1,0.0,3103.7,6207.4,1,0.0,200.1,400.3,1,0.0,54.1,108.2,1,0.0,485.7,971.3,2618.1,23,5236.0,kritik,1,0,0,907.8,0,1,kritik_stok
135,d,ExpressLog,144.3,133.6,1,0.93,1,0.0,3541.2,7082.5,1,0.0,3997.5,7995.2,1,0.0,234.8,469.4,0,0.0,0.0,0.0,1,0.0,691.0,1382.2,3306.6,23,6613.1,kritik,1,0,1,1167.0,0,1,kritik_stok|belirsiz
136,a,Schnellware,130.1,74.3,1,0.57,1,0.0,3330.6,6661.6,1,0.0,3818.3,7636.9,1,0.0,262.6,524.8,1,99.2,54.8,109.5,1,0.0,750.0,1500.1,3068.1,12,6136.8,kritik,1,0,0,2188.8,0,1,kritik_stok
137,a,Schnellware,202.0,456.0,1,2.26,4,54.0,4809.4,9619.2,3,0.0,5388.3,10776.3,4,54.0,268.8,537.5,4,254.9,138.8,277.6,4,0.0,810.1,1620.4,4540.9,12,9081.7,yuksek,0,0,0,3122.4,0,0,yok
138,a,Schnellware,168.3,52.9,1,0.31,1,0.0,4367.4,8734.4,1,0.0,5012.1,10024.2,1,0.0,330.6,661.0,1,128.7,66.7,133.3,1,0.0,975.3,1950.7,4036.8,12,8073.4,kritik,1,0,0,2841.6,0,1,kritik_stok
139,a,Rheinland,156.0,174.2,2,1.12,3,41.6,3787.8,7575.4,3,15.4,4225.3,8450.6,3,75.6,899.0,1798.0,3,227.1,684.2,1368.6,3,15.4,1302.6,2605.1,2922.6,8,5573.4,yuksek,0,0,0,2520.0,0,0,yok
140,a,Schnellware,182.2,530.6,1,2.91,4,191.3,4104.2,8208.1,4,149.3,4547.9,9095.8,4,191.3,289.4,578.7,4,332.7,153.1,306.2,4,149.3,733.0,1466.4,3814.7,12,7629.4,normal,0,1,0,2772.6,0,1,fire_riski
141,c,Rheinland,133.9,153.5,2,1.15,3,42.9,3169.3,6338.6,3,26.1,3538.0,7076.2,3,80.9,743.7,1487.1,3,197.6,567.1,1134.2,3,26.1,1074.3,2148.6,2463.8,8,4623.5,yuksek,0,0,0,2108.4,0,0,yok
142,a,Rheinland,112.2,24.3,2,0.22,1,0.0,2622.3,5244.1,1,0.0,2917.2,5834.3,1,8.0,666.7,1333.2,1,95.0,523.7,1047.4,1,0.0,953.6,1907.3,1963.3,8,3862.9,kritik,1,0,0,1701.0,0,1,kritik_stok
143,d,Schnellware,151.3,78.7,3,0.52,1,0.0,3727.1,7454.0,1,0.0,4214.1,8428.5,1,0.0,251.8,503.7,1,97.4,62.2,124.4,1,0.0,739.1,1478.2,3475.2,12,6950.3,kritik,1,0,0,2446.8,0,1,kritik_stok
144,a,Schnellware,188.1,564.4,1,3.0,4,216.4,4269.0,8537.6,4,159.4,4834.8,9669.8,4,216.4,360.5,721.0,4,398.6,200.9,401.8,4,159.4,926.5,1853.1,3908.3,11,7816.6,normal,0,1,0,2696.4,0,1,fire_riski
145,a,Schnellware,203.7,118.5,1,0.58,1,0.0,4487.6,8974.8,1,0.0,4996.8,9993.6,1,0.0,241.9,484.2,1,113.0,53.7,107.3,1,0.0,751.5,1503.0,4245.3,12,8490.6,kritik,1,0,0,2961.0,0,1,kritik_stok
146,d,Schnellware,188.2,173.7,3,0.92,1,0.0,4583.7,9167.5,1,0.0,5139.9,10279.8,1,0.0,209.5,418.8,11,126.0,42.3,84.7,1,0.0,765.4,1531.1,4374.4,12,8748.7,kritik,1,0,1,3058.2,0,1,kritik_stok|belirsiz
147,d,Schnellware,199.4,186.9,3,0.94,1,0.0,4528.1,9055.9,1,0.0,5114.6,10228.9,1,0.0,211.6,422.9,11,123.1,41.9,83.8,1,0.0,798.0,1595.9,4316.5,12,8633.0,kritik,1,0,1,3031.2,0,1,kritik_stok|belirsiz
148,a,Rheinland,211.8,130.5,2,0.62,1,0.0,5038.9,10077.5,1,0.0,5527.5,11054.8,1,24.2,1258.6,2517.4,1,122.1,961.3,1922.7,1,0.0,1723.1,3446.3,3804.4,8,7414.9,kritik,1,0,0,3323.4,0,1,kritik_stok
149,d,Schnellware,134.4,168.7,1,1.26,3,55.6,3272.3,6545.1,3,34.1,3678.6,7357.1,4,55.6,154.4,308.7,11,163.6,25.9,51.8,4,34.1,560.3,1120.8,3118.1,12,6236.4,yuksek,0,1,0,2176.2,0,1,fire_riski
150,c,Schnellware,203.3,570.4,1,2.81,4,184.7,4665.8,9332.2,4,126.7,5264.5,10529.1,4,184.7,378.4,757.2,4,370.0,198.3,396.5,4,126.7,970.9,1941.5,4287.5,11,8575.0,normal,0,1,0,3219.6,0,1,fire_riski
151,d,Rheinland,161.7,122.6,2,0.76,1,0.0,3890.0,7779.7,1,0.0,4402.2,8804.7,1,42.6,960.5,1920.8,1,179.2,705.8,1411.5,1,0.0,1430.3,2860.5,2972.0,8,5603.3,kritik,1,0,0,2579.4,0,1,kritik_stok
152,a,Nordmann,130.7,73.4,2,0.56,1,0.0,3130.9,6261.6,1,0.0,3532.8,7066.0,1,0.0,533.7,1067.5,1,87.6,325.6,651.5,1,0.0,936.1,1872.0,2597.0,17,5194.1,kritik,1,0,0,1273.8,0,1,kritik_stok
153,a,Schnellware,166.5,83.1,1,0.5,1,0.0,3814.6,7629.3,1,0.0,4330.4,8660.6,1,0.0,311.5,623.0,1,108.7,71.4,143.0,1,0.0,827.0,1654.3,3503.1,12,7006.3,kritik,1,0,0,2505.6,0,1,kritik_stok
154,d,Nordmann,210.8,273.3,1,1.3,3,0.0,5189.4,10378.8,3,0.0,5876.4,11752.4,3,0.0,774.9,1549.7,3,138.7,421.8,843.6,3,0.0,1461.8,2923.2,4414.6,17,8829.1,yuksek,0,0,0,2542.8,0,0,yok
155,d,ExpressLog,167.7,246.1,1,1.47,3,0.0,3831.6,7663.3,3,0.0,4348.1,8696.3,3,0.0,238.8,477.4,0,0.0,0.0,0.0,3,0.0,725.1,1449.7,3593.0,23,7185.9,yuksek,0,0,0,1384.2,0,0,yok
156,a,Rheinland,159.2,162.7,2,1.02,3,68.9,3924.2,7848.1,3,43.0,4532.5,9064.9,3,203.1,985.2,1970.0,3,427.2,742.0,1483.8,3,78.6,1494.6,2989.5,3073.3,8,5072.9,yuksek,0,0,0,2583.0,0,0,yok
157,a,Rheinland,235.4,254.0,2,1.08,3,45.5,5621.7,11243.6,3,12.7,6207.7,12414.6,3,101.5,1338.1,2676.4,3,320.0,1056.7,2113.4,3,12.7,1867.7,3735.4,4339.7,8,8231.2,yuksek,0,0,0,3748.2,0,0,yok
158,d,Schnellware,199.1,597.3,1,3.0,4,191.4,4580.8,9161.5,4,130.6,5181.3,10362.4,4,191.4,369.6,739.3,4,389.3,210.4,420.7,4,130.6,970.2,1940.3,4211.1,11,8422.2,normal,0,1,0,2809.2,0,1,fire_riski
159,d,ExpressLog,187.0,168.5,1,0.9,1,0.0,4434.3,8869.0,1,0.0,5013.8,10027.4,1,0.0,270.4,540.4,0,0.0,0.0,0.0,1,0.0,849.4,1698.8,4164.4,23,8328.6,kritik,1,0,1,1704.0,0,1,kritik_stok|belirsiz
160,d,Schnellware,139.3,81.2,1,0.58,1,0.0,3386.1,6772.4,1,0.0,3782.3,7564.3,1,0.0,177.5,355.4,1,83.1,51.8,103.5,1,0.0,573.7,1147.3,3208.6,12,6417.0,kritik,1,0,0,2208.6,0,1,kritik_stok
161,a,ExpressLog,177.4,127.2,1,0.72,1,0.0,4151.2,8302.8,1,0.0,4617.1,9234.2,1,0.0,272.8,545.5,1,0.0,32.3,64.6,1,0.0,738.5,1476.8,3878.7,23,7757.3,kritik,1,0,0,1389.6,0,1,kritik_stok
162,d,Rheinland,186.8,54.8,2,0.29,1,0.0,4701.3,9403.2,1,0.0,5332.5,10665.3,1,25.8,1282.3,2564.9,1,155.4,930.4,1860.9,1,0.0,1887.5,3775.5,3444.8,8,6683.5,kritik,1,0,0,3057.6,0,1,kritik_stok
163,a,Schnellware,180.0,433.6,3,2.41,4,102.7,3786.9,7573.7,4,61.1,4221.3,8442.5,4,102.7,262.6,525.4,4,243.8,161.7,323.3,4,61.1,675.1,1350.0,3524.2,12,7048.3,normal,0,0,0,2461.2,0,0,yok
164,a,Schnellware,146.7,79.4,1,0.54,1,0.0,3787.8,7575.2,1,0.0,4321.6,8643.3,1,0.0,285.1,570.2,1,110.1,52.2,104.2,1,0.0,819.2,1638.3,3502.5,12,7005.0,kritik,1,0,0,2485.8,0,1,kritik_stok
165,a,Rheinland,97.4,122.6,2,1.26,3,43.4,2297.5,4594.6,3,30.3,2537.5,5075.1,3,59.5,535.0,1069.8,3,139.1,414.4,828.6,3,30.3,759.2,1518.1,1778.3,8,3428.2,yuksek,0,0,0,1527.6,0,0,yok
166,a,Rheinland,141.5,33.4,2,0.24,1,0.0,3264.4,6528.8,1,0.0,3745.6,7491.5,1,13.9,870.0,1739.7,1,121.0,624.5,1249.0,1,0.0,1337.4,2674.6,2408.4,8,4705.7,kritik,1,0,0,2119.8,0,1,kritik_stok
167,a,Schnellware,218.4,588.2,1,2.69,4,215.0,5153.1,10306.3,4,155.0,5794.0,11588.3,4,215.0,502.7,1005.4,4,406.1,231.4,462.7,4,155.0,1136.6,2273.2,4650.4,11,9300.9,normal,0,0,0,3552.6,0,0,yok
168,a,Rheinland,179.0,144.4,2,0.81,3,15.9,4418.8,8837.5,1,0.0,4928.9,9858.1,3,100.8,1048.7,2097.5,3,279.1,814.2,1628.4,1,9.0,1483.1,2966.2,3454.9,8,6230.6,kritik,1,0,1,2923.2,0,1,kritik_stok|belirsiz
169,d,Nordmann,177.0,341.2,2,1.93,4,57.6,3234.6,6469.1,4,12.6,3704.8,7410.0,4,57.6,445.1,890.1,4,198.7,220.3,440.6,4,12.6,915.5,1831.0,2789.6,17,5579.0,normal,0,0,0,1632.0,0,0,yok
170,a,Schnellware,122.9,212.0,1,1.73,4,20.9,2459.6,4919.2,3,0.0,2835.6,5671.6,4,20.9,157.7,315.4,4,133.3,63.9,127.7,4,0.0,518.0,1035.9,2301.9,12,4603.8,yuksek,0,0,0,1704.0,0,0,yok
171,a,Schnellware,202.4,156.7,1,0.77,1,0.0,4694.7,9389.1,1,0.0,5248.1,10496.3,1,0.0,246.2,492.5,11,124.3,43.8,87.6,1,0.0,799.9,1599.7,4448.4,12,8896.6,kritik,1,0,1,3118.8,0,1,kritik_stok|belirsiz
172,a,Schnellware,171.2,513.6,1,3.0,4,176.9,3757.4,7514.9,4,132.9,4165.3,8330.7,4,176.9,294.5,589.2,4,321.2,183.0,366.1,4,132.9,702.4,1405.0,3463.1,11,6925.7,normal,0,0,0,2391.0,0,0,yok
173,a,Nordmann,200.7,333.8,1,1.66,3,0.0,4488.2,8976.2,3,0.0,5002.7,10005.4,3,0.0,581.4,1162.8,4,121.3,326.5,653.0,3,0.0,1096.3,2192.1,3906.7,17,7813.4,yuksek,0,0,0,2137.2,0,0,yok
174,a,Schnellware,145.3,83.7,1,0.58,1,0.0,3585.4,7170.9,1,0.0,4000.5,8001.4,1,0.0,209.9,419.7,1,96.5,89.0,178.1,1,0.0,625.2,1250.2,3375.7,12,6751.2,kritik,1,0,0,2039.4,0,1,kritik_stok
175,c,Nordmann,140.3,28.1,2,0.2,1,0.0,3506.9,7013.6,1,0.0,3971.2,7942.3,1,0.0,692.4,1384.9,1,95.2,452.4,904.8,1,0.0,1156.8,2313.6,2814.3,17,5628.7,kritik,1,0,0,1717.8,0,1,kritik_stok
176,a,Schnellware,124.9,250.1,3,2.0,4,41.0,2786.1,5571.9,4,7.0,3141.1,6282.3,4,41.0,209.8,419.8,4,152.0,85.0,170.2,4,7.0,547.3,1094.9,2575.9,12,5152.1,normal,0,0,0,1925.4,0,0,yok
177,a,Rheinland,92.9,67.1,2,0.72,3,13.9,2277.9,4555.6,3,0.0,2598.8,5197.3,3,78.7,557.2,1114.3,3,213.4,433.8,867.5,3,13.6,826.9,1653.5,1785.7,8,3052.5,yuksek,0,0,1,1498.8,0,1,belirsiz
178,d,Schnellware,242.1,651.2,1,2.69,4,229.0,5535.1,11070.4,4,170.0,6148.2,12296.7,4,229.0,459.3,918.7,4,423.2,229.1,458.2,4,170.0,1072.4,2145.1,5075.9,11,10151.7,normal,0,0,0,3829.8,0,0,yok
179,a,Schnellware,175.3,44.8,1,0.26,1,0.0,4118.2,8236.6,1,0.0,4706.0,9412.3,1,0.0,340.3,680.3,1,121.6,129.2,258.5,1,0.0,928.0,1855.9,3778.1,12,7556.3,kritik,1,0,0,2676.0,0,1,kritik_stok
180,d,Nordmann,176.2,508.6,1,2.89,4,171.5,3893.5,7787.0,4,126.4,4354.9,8710.0,4,171.5,490.5,981.1,4,308.5,273.4,546.8,4,126.4,952.2,1904.0,3403.0,17,6805.9,normal,0,0,0,2034.6,0,0,yok
181,a,Schnellware,150.6,370.0,1,2.46,4,123.2,3529.2,7058.1,4,81.2,3978.8,7957.9,4,123.2,388.0,776.1,4,258.7,174.3,348.5,4,81.2,815.2,1630.4,3141.1,11,6282.0,normal,0,1,0,2427.6,0,1,fire_riski
182,d,Schnellware,127.6,245.6,3,1.93,3,0.0,3154.8,6309.9,3,0.0,3609.3,7218.4,4,0.0,153.3,306.6,11,111.0,30.8,61.5,4,0.0,582.7,1165.2,3001.7,12,6003.3,yuksek,0,0,0,2105.4,0,0,yok
183,a,ExpressLog,111.8,199.7,1,1.79,3,0.0,3063.3,6126.3,3,0.0,3605.7,7211.1,3,0.0,250.8,501.5,0,25.0,0.0,0.0,3,0.0,757.1,1514.3,2812.4,23,5624.8,yuksek,0,1,0,1117.8,0,1,fire_riski
184,d,ExpressLog,159.9,479.6,1,3.0,4,182.6,3499.8,6999.8,4,140.1,3926.6,7853.1,4,182.6,209.5,418.9,0,218.6,0.0,0.0,4,140.1,636.3,1272.2,3290.5,22,6580.9,normal,0,0,0,1347.0,0,0,yok
185,d,Nordmann,174.5,488.0,1,2.8,4,183.9,3833.2,7666.0,4,138.9,4303.9,8607.9,4,183.9,471.1,942.3,4,327.9,256.2,512.3,4,138.9,941.9,1884.2,3361.6,17,6723.7,normal,0,1,0,2008.8,0,1,fire_riski
186,a,Schnellware,91.3,151.0,3,1.65,3,0.0,2170.1,4340.4,3,0.0,2457.7,4915.9,4,0.0,102.3,204.8,11,62.5,18.5,36.9,4,0.0,372.1,744.0,2067.7,12,4135.6,yuksek,0,0,0,1492.2,0,0,yok
187,a,Rheinland,151.4,171.0,2,1.13,3,56.0,3593.5,7187.1,3,33.7,4056.7,8114.0,3,95.8,859.2,1718.3,3,250.5,650.3,1300.4,3,33.7,1282.8,2565.5,2774.4,8,5230.0,yuksek,0,0,0,2384.4,0,0,yok
188,d,Nordmann,118.5,43.4,1,0.37,1,0.0,2974.3,5948.0,1,0.0,3405.1,6810.4,1,0.0,541.8,1083.5,1,86.4,333.3,666.7,1,0.0,972.7,1946.0,2432.2,17,4864.5,kritik,1,0,0,1453.2,0,1,kritik_stok
189,d,Schnellware,213.9,97.2,1,0.45,1,0.0,5057.3,10114.9,1,0.0,5597.6,11194.8,1,0.0,263.9,527.6,1,116.6,95.6,191.4,1,0.0,803.7,1607.5,4793.6,12,9587.3,kritik,1,0,0,3247.2,0,1,kritik_stok
190,a,Schnellware,174.3,89.1,1,0.51,1,0.0,4495.2,8990.5,1,0.0,4978.6,9957.1,1,0.0,259.0,518.2,1,112.5,103.2,206.6,1,0.0,742.4,1484.9,4236.0,12,8472.3,kritik,1,1,0,2823.6,0,1,kritik_stok|fire_riski
191,a,Nordmann,167.8,503.5,1,3.0,4,164.2,3819.2,7638.7,4,114.7,4308.6,8617.1,4,164.2,500.5,1001.3,4,320.5,268.9,537.9,4,114.7,989.8,1979.7,3318.6,17,6637.4,normal,0,1,0,2148.6,0,1,fire_riski
192,d,Schnellware,202.0,331.3,1,1.64,3,0.0,6738.2,13476.6,1,0.0,8350.9,16701.7,4,0.0,530.9,1061.8,11,374.5,174.3,348.4,1,0.0,2125.9,4251.8,6207.5,12,12414.8,kritik,1,0,1,3900.6,0,1,kritik_stok|belirsiz
193,a,Rheinland,128.0,56.3,2,0.44,1,0.0,3139.6,6279.3,1,0.0,3589.9,7180.3,1,75.0,815.7,1631.5,1,199.0,593.7,1187.4,1,9.9,1201.1,2402.3,2398.8,8,4197.8,kritik,1,0,0,2054.4,0,1,kritik_stok
194,d,ExpressLog,117.7,353.1,1,3.0,4,113.8,2759.6,5518.8,4,80.8,3084.6,6169.0,4,113.8,159.5,319.3,0,143.5,0.0,0.0,4,80.8,485.0,969.5,2599.7,22,5199.5,normal,0,1,0,893.4,0,1,fire_riski
