magaza,magaza_tipi,urun_yelpazesi,tipik_gunluk_talep_adet,stok_toplam_adet,yas0_adet,yas1_adet,yas2_adet,en_eski_yas,kalan_raf_omru_gun,stok_gun_karsiligi,tedarikci,profil,referans_gun
1088,a,a,120.6,57.3,57.3,0.0,0.0,0,3,0.48,Schnellware,normal,2015-07-03
1089,d,a,246.4,564.3,474.4,0.0,89.9,2,1,2.29,Schnellware,normal,2015-07-03
1090,a,a,149.0,161.7,132.3,0.0,29.4,2,1,1.09,Schnellware,normal,2015-07-03
1091,a,c,199.6,159.4,134.2,0.0,25.2,2,1,0.8,Schnellware,normal,2015-07-03
1092,a,a,294.1,566.7,470.2,0.0,96.5,2,1,1.93,Schnellware,normal,2015-07-03
1093,c,c,202.0,561.3,365.2,0.0,196.1,2,1,2.78,Schnellware,yavas_devir,2015-07-03
1094,d,a,110.5,227.3,176.0,0.0,51.3,2,1,2.06,Schnellware,normal,2015-07-03
1095,a,a,114.8,81.9,65.4,0.0,16.5,2,1,0.71,Schnellware,normal,2015-07-03
1096,a,c,130.2,329.1,288.0,0.0,41.1,2,1,2.53,Schnellware,normal,2015-07-03
1097,b,b,236.8,178.6,0.0,178.6,0.0,1,2,0.75,Rheinland,normal,2015-07-03
1098,a,a,124.2,372.7,317.5,0.0,55.2,2,1,3.0,Schnellware,normal,2015-07-03
1099,a,c,185.4,65.1,0.0,0.0,65.1,2,1,0.35,Schnellware,normal,2015-07-03
1100,a,a,127.8,383.6,346.2,0.0,37.4,2,1,3.0,Schnellware,normal,2015-07-03
1101,d,c,241.4,724.2,495.4,141.6,87.2,2,1,3.0,Nordmann,normal,2015-07-03
1102,a,a,172.6,78.6,0.0,0.0,78.6,2,1,0.46,Schnellware,normal,2015-07-03
1103,d,c,118.8,90.1,0.0,90.1,0.0,1,2,0.76,Rheinland,normal,2015-07-03
1104,d,a,132.7,398.0,345.3,0.0,52.7,2,1,3.0,ExpressLog,normal,2015-07-03
1105,c,c,106.6,21.3,0.0,0.0,21.3,2,1,0.2,Schnellware,normal,2015-07-03
1106,a,c,117.0,351.0,208.8,101.0,41.2,2,1,3.0,ExpressLog,normal,2015-07-03
1107,a,a,148.4,65.0,53.4,0.0,11.6,2,1,0.44,Nordmann,normal,2015-07-03
1108,a,a,129.2,88.8,73.3,0.0,15.5,2,1,0.69,Schnellware,normal,2015-07-03
1109,c,a,118.7,235.3,182.9,0.0,52.4,2,1,1.98,Schnellware,normal,2015-07-03
1110,c,c,107.8,128.5,0.0,128.5,0.0,1,2,1.19,Rheinland,normal,2015-07-03
1111,a,a,126.0,173.4,0.0,116.4,57.0,2,1,1.38,ExpressLog,normal,2015-07-03
1112,c,c,246.2,409.9,359.9,0.0,50.0,2,1,1.67,Schnellware,normal,2015-07-03
1113,a,c,162.3,33.9,0.0,0.0,33.9,2,1,0.21,Schnellware,yavas_devir,2015-07-03
1114,a,c,505.6,252.8,0.0,252.8,0.0,1,2,0.5,Rheinland,normal,2015-07-03
1115,d,c,150.2,277.1,227.2,0.0,49.9,2,1,1.85,Schnellware,normal,2015-07-03
